WinningTeam,Locations,LosingTeam,WinnerScore,LoserScore,RatePer,Tournament
Northeastern,,Stonehill,15,0,8,2012 USAU South Central D-1 College Open Regionals
Northeastern,,BostonUniversity,15,10,9,40971
Northeastern,,Brandeis,16,14,10,40971
Northeastern,,StMarysMaryland,13,1,11,40971
Northeastern,,MIT,13,6,11,40971
Northeastern,,CollegeofNewJersey,13,5,11,40971
Northeastern,,MIT,13,6,11,40971
Northeastern,,Millersville,12,11,11,40971
Northeastern,,Shippensburg,13,8,11,40971
Northeastern,,BostonUniversity,13,9,12,New England Open 2012
Northeastern,,NewHampshire,13,12,12,New England Open 2012
Northeastern,,SUNYBuffalo,15,11,12,New England Open 2012
Northeastern,,BostonUniversity,13,10,14,2012 USAU Metro Boston D-1 College Open CC
Northeastern,,MassachusettsLowell,15,6,14,2012 USAU Metro Boston D-1 College Open CC
Northeastern,,MassachusettsDartmouth,13,11,14,2012 USAU Metro Boston D-1 College Open CC
Northeastern,,BrownB,15,2,17,2012 USAU New England D-1 College Open Regionals
Northeastern,,NortheasternB,W,L,17,2012 USAU New England D-1 College Open Regionals
Northeastern,,BrownB,W,F,17,2012 USAU New England D-1 College Open Regionals
Northeastern,,Middlebury,15,14,17,2012 USAU New England D-1 College Open Regionals
NortheasternB,,BrownC,13,6,9,B-deis B-fest
NortheasternB,,BrandeisB,12,6,9,B-deis B-fest
NortheasternB,,BrandeisB,13,0,11,Holly Burns Huckfest 2012
NortheasternB,,TuftsC,11,5,12,Holly Burns Huckfest 2012
NortheasternB,,MiddleburyB,W,F,12,Holly Burns Huckfest 2012
NortheasternB,,AmherstB,W,L,12,Holly Burns Huckfest 2012
NortheasternB,,KeeneState,11,8,12,Holly Burns Huckfest 2012
NortheasternB,,TuftsC,13,9,15,2012 USAU Metro Boston Dev College Open CC
NortheasternB,,BostonCollegeB,13,6,15,2012 USAU Metro Boston Dev College Open CC
NortheasternB,,HarvardB,13,0,15,2012 USAU Metro Boston Dev College Open CC
NortheasternB,,BentleyB,13,8,15,2012 USAU Metro Boston Dev College Open CC
NortheasternB,,BentleyB,13,8,15,2012 USAU Metro Boston Dev College Open CC
NortheasternB,,BostonUniversity,W,F,17,2012 USAU New England D-1 College Open Regionals
NorthernColorado,,ColoradoMines,13,12,11,Rocky Mountain Invitational
NorthernColorado,,MetroStateCollegeofDenver,13,7,14,2012 USAU Rocky Mountain D-1 College Open CC
NorthernIowa,,Hendrix,13,12,8,Midwest Throwdown (Open)
NorthernIowa,,LutherB,13,5,8,Midwest Throwdown (Open)
NorthernIowa,,Drury,15,8,8,Midwest Throwdown (Open)
NorthernIowa,,NebraskaOmaha,W,F,8,Midwest Throwdown (Open)
NorthernIowa,,Grinnell,13,10,10,College Southerns XI (men)
NorthernIowa,,Davidson,15,10,10,College Southerns XI (men)
NorthernIowa,,WisconsinStevensPoint,15,9,10,College Southerns XI (men)
NorthernIowa,,SouthernIllinois,13,9,12,Chicago Invite 2012
NorthernIowa,,MinnesotaDuluth,12,11,12,Chicago Invite 2012
NorthernIowa,,CalStateLongBeach,14,12,12,Chicago Invite 2012
NorthernIowa,,MinnesotaDuluth,11,10,12,Chicago Invite 2012
NorthernIowa,,PennState,11,9,12,Chicago Invite 2012
NorthernIowa,,NebraskaOmaha,13,10,14,2012 USAU West Plains D-1 College Open CC
NorthernIowa,,Nebraska,W,F,14,2012 USAU West Plains D-1 College Open CC
NorthernIowa,,NebraskaOmaha,15,10,14,2012 USAU West Plains D-1 College Open CC
NorthernIowa,,IowaState,16,15,14,2012 USAU West Plains D-1 College Open CC
NorthernIowa,,MinnesotaStateMankato,15,8,16,2012 USAU North Central D-1 College Open Regionals
NorthernIowa,,WinonaState,15,11,16,2012 USAU North Central D-1 College Open Regionals
NorthernIowa,,IowaState,13,12,16,2012 USAU North Central D-1 College Open Regionals
NorthernMichigan,,Creighton,13,5,12,Chicago Invite 2012
NorthernMichigan,,Drake,13,5,12,Chicago Invite 2012
NorthernMichigan,,NotreDameB,10,5,12,Chicago Invite 2012
NorthGreenville,,TennesseeB,11,5,7,Joint Summit 2012
NorthGreenville,,SouthernPolytechState,8,6,7,Joint Summit 2012
NorthGreenville,,Furman,W,L,7,Joint Summit 2012
NorthPark,,TennesseeB,10,9,4,Music City Tune Up
NorthPark,,MiamiOhio,13,5,4,Music City Tune Up
NorthPark,,WisconsinMilwaukee,13,9,4,Music City Tune Up
NorthPark,,StLouis,12,10,4,Music City Tune Up
NorthPark,,Mississippi,11,9,4,Music City Tune Up
NorthPark,,NotreDameB,15,5,7,Free State Classic
NorthPark,,MissouriST,15,9,7,Free State Classic
NorthPark,,BallState,15,14,7,Free State Classic
NorthPark,,Grinnell,11,9,8,Midwest Throwdown (Open)
NorthPark,,WashingtonUniversity,10,9,8,Midwest Throwdown (Open)
NorthPark,,MissouriST,15,5,8,Midwest Throwdown (Open)
NorthPark,,WisconsinWhitewater,15,7,8,Midwest Throwdown (Open)
NorthPark,,RoseHulman,13,6,12,Chicago Invite 2012
NorthPark,,WheatonIllinois,13,9,12,Chicago Invite 2012
NorthPark,,CalStateLongBeach,13,10,12,Chicago Invite 2012
NorthPark,,Knox,11,3,14,2012 USAU Illinois D-3 College Open CC
NorthPark,,RoseHulman,10,7,14,2012 USAU Illinois D-3 College Open CC
NorthPark,,Bradley,11,3,14,2012 USAU Illinois D-3 College Open CC
NorthPark,,WheatonIllinois,9,6,14,2012 USAU Illinois D-3 College Open CC
NorthPark,,Valparaiso,10,4,14,2012 USAU Illinois D-3 College Open CC
NorthPark,,OlivetNazarene,15,10,14,2012 USAU Illinois D-3 College Open CC
NorthPark,,Valparaiso,15,3,16,2012 USAU Great Lakes D-3 College Open Regionals
NorthPark,,WheatonIllinois,15,3,16,2012 USAU Great Lakes D-3 College Open Regionals
NorthPark,,Knox,15,1,16,2012 USAU Great Lakes D-3 College Open Regionals
NorthPark,,OlivetNazarene,15,2,16,2012 USAU Great Lakes D-3 College Open Regionals
NorthPark,,Bentley,11,10,19,2012 USAU D-3 College Open Championships
NorthPark,,PugetSound,11,10,19,2012 USAU D-3 College Open Championships
NorthPark,,StOlaf,14,11,19,2012 USAU D-3 College Open Championships
NorthTexas,,OklahomaState,13,11,5,Big D in little d
NorthTexas,,CentralArkansas,13,3,5,Big D in little d
NorthTexas,,TexasStateB,13,1,5,Big D in little d
NorthTexas,,LSU,12,11,5,Big D in little d
NorthTexas,,TexasState,15,14,5,Big D in little d
NorthTexas,,Arkansas,11,10,5,Big D in little d
NorthTexas,,Rhodes,11,1,6,Mardi Gras XXV Sunday
NorthTexas,,FloridaB,9,5,6,Mardi Gras XXV Sunday
NorthTexas,,ColoradoCollege,12,9,8,Trouble in Vegas 2012
NorthTexas,,Occidental,13,11,8,Trouble in Vegas 2012
NorthTexas,,Claremont,13,12,8,Trouble in Vegas 2012
NorthTexas,,OregonState,9,7,8,Trouble in Vegas 2012
NorthTexas,,SamHouston,13,3,11,Sky My Disc
NorthTexas,,Rice,13,7,11,Sky My Disc
NorthTexas,,TexasChristian,13,4,11,Sky My Disc
NorthTexas,,TexasArlington,11,5,11,Sky My Disc
NorthTexas,,TexasB,15,13,11,Sky My Disc
NorthTexas,,TexasTech,13,11,12,Heart of Texas Huckfest
NorthTexas,,Oklahoma,10,9,12,Heart of Texas Huckfest
NorthTexas,,Tulsa,13,8,12,Heart of Texas Huckfest
NorthTexas,,TexasState,W,L,12,Heart of Texas Huckfest
NorthTexas,,TexasDallas,13,2,15,2012 USAU North Texas D-1 College Open CC
NorthTexas,,Baylor,13,8,15,2012 USAU North Texas D-1 College Open CC
NorthTexas,,TexasChristian,13,2,15,2012 USAU North Texas D-1 College Open CC
NorthTexas,,TexasTech,13,5,15,2012 USAU North Texas D-1 College Open CC
NorthTexas,,TexasArlington,12,11,15,2012 USAU North Texas D-1 College Open CC
NorthTexas,,ColoradoState,15,7,17,2012 USAU South Central D-1 College Open Regionals
NorthTexas,,Arkansas,W,F,17,2012 USAU South Central D-1 College Open Regionals
Northwestern,,MissouriStateB,11,2,11,Huck Finn
Northwestern,,EasternIllinois,11,7,11,Huck Finn
Northwestern,,OklahomaState,11,3,11,Huck Finn
Northwestern,,Purdue,11,8,11,Huck Finn
Northwestern,,SouthernIllinois,11,1,11,Huck Finn
Northwestern,,BallState,W,L,11,Huck Finn
Northwestern,,NorthernIllinois,11,2,14,2012 USAU Illinois D-1 College Open CC
Northwestern,,Chicago,9,8,14,2012 USAU Illinois D-1 College Open CC
Northwestern,,WesternIllinois,11,1,14,2012 USAU Illinois D-1 College Open CC
Northwestern,,IllinoisState,11,8,14,2012 USAU Illinois D-1 College Open CC
Northwestern,,EasternIllinois,9,7,14,2012 USAU Illinois D-1 College Open CC
Northwestern,,EasternMichigan,13,11,16,2012 USAU Great Lakes D-1 College Open Regionals
NorthwesternB,,DaytonB,12,7,12,Chicago Invite 2012
NorthwesternB,,IllinoisStateB,9,7,14,2012 USAU Illinois Dev College Open CC
NorthwesternB,,ChicagoB,15,8,14,2012 USAU Illinois Dev College Open CC
NorthwesternB,,ChicagoB,14,5,16,2012 USAU Great Lakes Dev College Open Regionals
NotreDame,,Missouri,15,13,7,Free State Classic
NotreDame,,BallState,14,11,7,Free State Classic
NotreDame,,KansasState,15,9,7,Free State Classic
NotreDame,,Luther,15,6,7,Free State Classic
NotreDame,,Wesleyan,13,5,9,Tally Classic VII
NotreDame,,Auburn,13,10,9,Tally Classic VII
NotreDame,,FloridaState,12,11,9,Tally Classic VII
NotreDame,,Wesleyan,13,4,9,Tally Classic VII
NotreDame,,GeorgiaSouthern,9,5,9,Tally Classic VII
NotreDame,,American,15,5,10,College Southerns XI (men)
NotreDame,,GeorgeMason,15,10,10,College Southerns XI (men)
NotreDame,,Vanderbilt,15,10,10,College Southerns XI (men)
NotreDame,,Indiana,15,11,10,College Southerns XI (men)
NotreDame,,Princeton,15,11,10,College Southerns XI (men)
NotreDame,,Northwestern,13,8,12,Chicago Invite 2012
NotreDame,,PennState,13,11,12,Chicago Invite 2012
NotreDame,,Purdue,13,7,12,Chicago Invite 2012
NotreDame,,Tennessee,17,16,12,Chicago Invite 2012
NotreDame,,WesternKentucky,13,7,14,2012 USAU East Plains D-1 College Open CC
NotreDame,,Kentucky,13,11,14,2012 USAU East Plains D-1 College Open CC
NotreDame,,Purdue,13,11,14,2012 USAU East Plains D-1 College Open CC
NotreDame,,BallState,13,6,14,2012 USAU East Plains D-1 College Open CC
NotreDame,,LoyolaChicago,15,4,16,2012 USAU Great Lakes D-1 College Open Regionals
NotreDame,,MichiganB,15,5,16,2012 USAU Great Lakes D-1 College Open Regionals
NotreDame,,IllinoisState,15,10,16,2012 USAU Great Lakes D-1 College Open Regionals
NotreDameB,,Syracuse,9,8,9,Tally Classic VII
NotreDameB,,Lafayette,13,8,9,Tally Classic VII
NotreDameB,,WisconsinMilwaukeeB,15,9,10,College Southerns XI (men)
NotreDameB,,ArmstrongAtlantic,15,10,10,College Southerns XI (men)
NotreDameB,,PrincetonB,15,11,10,College Southerns XI (men)
NotreDameB,,SouthernPolytechState,15,10,10,College Southerns XI (men)
NotreDameB,,StOlafB,W,L,10,College Southerns XI (men)
NotreDameB,,MichiganStateB,13,7,12,Chicago Invite 2012
NotreDameB,,WashingtonUniversityB,13,6,12,Chicago Invite 2012
NotreDameB,,StMarysMinnesota,11,8,12,Chicago Invite 2012
NotreDameB,,IndianaB,12,10,14,2012 USAU Eastern Great Lakes Dev College Open CC
NotreDameB,,MichiganStateB,13,7,14,2012 USAU Eastern Great Lakes Dev College Open CC
NotreDameB,,MichiganStateB,W,F,14,2012 USAU Eastern Great Lakes Dev College Open CC
NotreDameB,,ChicagoB,12,1,16,2012 USAU Great Lakes Dev College Open Regionals
NotreDameB,,NorthwesternB,14,6,16,2012 USAU Great Lakes Dev College Open Regionals
NYU,,AppalachianState,11,10,5,Queen City Tune Up
NYU,,Shippensburg,6,2,7,Hellfish Bonanza '12
NYU,,GeorgeMason,9,7,7,Hellfish Bonanza '12
NYU,,Dickinson,13,5,7,Hellfish Bonanza '12
NYU,,JamesMadisonB,13,4,7,Hellfish Bonanza '12
NYU,,JamesMadison,14,13,7,Hellfish Bonanza '12
NYU,,Columbia,13,11,12,New England Open 2012
NYU,,Amherst,11,5,12,New England Open 2012
NYU,,Stonehill,W,F,12,New England Open 2012
NYU,,HunterCollege,13,3,15,2012 USAU MetroNY D-1 College Open CC
NYU,,Rowan,13,6,15,2012 USAU MetroNY D-1 College Open CC
NYU,,Hofstra,13,7,15,2012 USAU MetroNY D-1 College Open CC
NYU,,StJohnsNY,15,7,15,2012 USAU MetroNY D-1 College Open CC
NYU,,Columbia,15,9,15,2012 USAU MetroNY D-1 College Open CC
NYU,,Rutgers,13,12,15,2012 USAU MetroNY D-1 College Open CC
NYU,,HunterCollege,15,6,16,2012 USAU Metro East D-1 College Open Regionals
NYU,,CentralConnecticutState,15,10,16,2012 USAU Metro East D-1 College Open Regionals
NYU,,RIT,15,11,16,2012 USAU Metro East D-1 College Open Regionals
Oberlin,,CaseWesternReserveB,W,L,6,CWRUL 2012 - OPEN
Oberlin,,JohnCarroll,W,L,6,CWRUL 2012 - OPEN
Oberlin,,Kettering,13,0,8,Woodside Invite
Oberlin,,Gettysburg,11,10,11,Steakfest '12
Oberlin,,RIT,W,F,11,Steakfest '12
Oberlin,,NorthCarolinaAsheville,13,8,12,Freaknik 2012
Oberlin,,FloridaStateB,13,7,12,Freaknik 2012
Oberlin,,FloridaStateB,13,9,12,Freaknik 2012
Oberlin,,NorthCarolinaAsheville,10,8,12,Freaknik 2012
Oberlin,,OhioNorthern,15,14,14,2012 USAU Ohio D-3 College Open CC
Oberlin,,JohnCarroll,13,6,14,2012 USAU Ohio D-3 College Open CC
Occidental,,CaliforniaB,12,4,4,President's Day Qualifier
Occidental,,NevadaReno,13,7,7,Stanford Open
Occidental,,PacificLutheran,8,7,7,Stanford Open
Occidental,,SacramentoState,13,2,7,Stanford Open
Occidental,,Wyoming,13,6,8,Trouble in Vegas 2012
Occidental,,NevadaReno,13,5,8,Trouble in Vegas 2012
Occidental,,AirForce,13,10,8,Trouble in Vegas 2012
Occidental,,CalStateFullerton,13,9,9,Irvine Invite
Occidental,,SouthernCalifornia,13,2,9,Irvine Invite
Occidental,,CaliforniaDavisB,13,2,9,Irvine Invite
Occidental,,UCLAB,13,3,9,Irvine Invite
Occidental,,CaliforniaIrvineB,13,4,9,Irvine Invite
Occidental,,Caltech,13,5,14,2012 USAU Southwest D-3 College Open CC
Occidental,,Chapman,13,2,14,2012 USAU Southwest D-3 College Open CC
Occidental,,Westmont,14,12,14,2012 USAU Southwest D-3 College Open CC
Ohio,,MichiganState,14,12,2,Michigan Indoor
Ohio,,MichiganB,13,3,2,Michigan Indoor
Ohio,,OhioState,12,11,2,Michigan Indoor
Ohio,,OhioState,16,15,2,Michigan Indoor
Ohio,,EastCarolina,13,10,5,Queen City Tune Up
Ohio,,NorthCarolinaState,13,6,5,Queen City Tune Up
Ohio,,Middlebury,9,5,5,Queen City Tune Up
Ohio,,MichiganState,12,7,5,Queen City Tune Up
Ohio,,Michigan,12,9,5,Queen City Tune Up
Ohio,,Connecticut,15,5,5,Queen City Tune Up
Ohio,,WilliamMary,14,10,8,Easterns Qualifier 2012
Ohio,,Kenyon,15,9,8,Easterns Qualifier 2012
Ohio,,VirginiaTech,15,10,8,Easterns Qualifier 2012
Ohio,,Virginia,13,12,11,College Easterns 2012
Ohio,,NorthCarolinaWilmington,15,12,11,College Easterns 2012
Ohio,,Cincinnati,10,8,14,2012 USAU Ohio D-1 College Open CC
Ohio,,MiamiOhio,11,3,14,2012 USAU Ohio D-1 College Open CC
Ohio,,Toledo,11,6,14,2012 USAU Ohio D-1 College Open CC
Ohio,,Akron,11,2,14,2012 USAU Ohio D-1 College Open CC
Ohio,,Dayton,15,11,14,2012 USAU Ohio D-1 College Open CC
Ohio,,OhioState,12,11,14,2012 USAU Ohio D-1 College Open CC
Ohio,,Edinboro,15,6,16,2012 USAU Ohio Valley D-1 College Open Regionals
Ohio,,PittsburghB,15,6,16,2012 USAU Ohio Valley D-1 College Open Regionals
Ohio,,Shippensburg,15,12,16,2012 USAU Ohio Valley D-1 College Open Regionals
Ohio,,Cincinnati,15,9,16,2012 USAU Ohio Valley D-1 College Open Regionals
Ohio,,OhioState,15,8,16,2012 USAU Ohio Valley D-1 College Open Regionals
Ohio,,GeorgiaTech,14,11,20,2012 USAU D-1 College Open Championships
Ohio,,CaliforniaDavis,17,16,20,2012 USAU D-1 College Open Championships
OhioB,,Kettering,W,L,2,ONU Indoor - Beck & Ackley Memorial
OhioB,,MessiahB,13,2,8,Woodside Invite
OhioB,,OhioWesleyan,11,10,12,ONU Spring Tournament
OhioB,,WrightStateB,13,3,14,2012 USAU Ohio Dev College Open CC
OhioB,,CincinnatiB,13,3,14,2012 USAU Ohio Dev College Open CC
OhioB,,DaytonB,13,1,14,2012 USAU Ohio Dev College Open CC
OhioB,,CincinnatiB,11,10,14,2012 USAU Ohio Dev College Open CC
OhioB,,CaseWesternReserveB,11,9,14,2012 USAU Ohio Dev College Open CC
OhioB,,IndianaPennsylvaniaB,13,5,16,2012 USAU Ohio Valley Dev College Open Regionals
OhioB,,PennStateB,13,10,16,2012 USAU Ohio Valley Dev College Open Regionals
OhioNorthern,,Denison,W,L,2,ONU Indoor - Beck & Ackley Memorial
OhioNorthern,,OhioB,W,L,2,ONU Indoor - Beck & Ackley Memorial
OhioNorthern,,CaseWesternReserve,W,L,2,ONU Indoor - Beck & Ackley Memorial
OhioNorthern,,Denison,W,L,2,ONU Indoor - Beck & Ackley Memorial
OhioNorthern,,OhioWesleyan,15,10,6,CWRUL 2012 - OPEN
OhioNorthern,,CaseWesternReserveB,W,L,6,CWRUL 2012 - OPEN
OhioNorthern,,Oberlin,15,6,6,CWRUL 2012 - OPEN
OhioNorthern,,CaseWesternReserve,12,11,6,CWRUL 2012 - OPEN
OhioNorthern,,OhioWesleyan,13,11,6,CWRUL 2012 - OPEN
OhioNorthern,,YoungstownState,11,5,8,Denison Disc-Throw Inferno
OhioNorthern,,WrightStateB,15,2,8,Denison Disc-Throw Inferno
OhioNorthern,,Denison,14,6,8,Denison Disc-Throw Inferno
OhioNorthern,,OhioStateB,15,4,8,Denison Disc-Throw Inferno
OhioNorthern,,Wooster,12,9,8,Denison Disc-Throw Inferno
OhioNorthern,,WrightState,14,9,8,Denison Disc-Throw Inferno
OhioNorthern,,YoungstownState,13,2,11,Boogie Nights
OhioNorthern,,MountUnion,13,4,11,Boogie Nights
OhioNorthern,,WesternKentucky,13,3,11,Boogie Nights
OhioNorthern,,JohnCarroll,15,0,11,Boogie Nights
OhioNorthern,,Toledo,15,9,11,Boogie Nights
OhioNorthern,,Wooster,13,10,12,ONU Spring Tournament
OhioNorthern,,ClevelandState,13,2,12,ONU Spring Tournament
OhioNorthern,,OhioB,13,5,12,ONU Spring Tournament
OhioNorthern,,Wooster,W,L,12,ONU Spring Tournament
OhioNorthern,,Wooster,14,7,14,2012 USAU Ohio D-3 College Open CC
OhioNorthern,,Denison,14,6,14,2012 USAU Ohio D-3 College Open CC
OhioNorthern,,Denison,11,8,14,2012 USAU Ohio D-3 College Open CC
OhioNorthern,,Denison,13,6,16,2012 USAU Ohio Valley D-3 College Open Regionals
OhioNorthern,,OhioWesleyan,13,8,16,2012 USAU Ohio Valley D-3 College Open Regionals
OhioNorthern,,Oberlin,W,F,16,2012 USAU Ohio Valley D-3 College Open Regionals
OhioNorthern,,Dickinson,15,6,16,2012 USAU Ohio Valley D-3 College Open Regionals
OhioState,,MichiganB,13,6,2,Michigan Indoor
OhioState,,Michigan,12,11,2,Michigan Indoor
OhioState,,MichiganB,15,11,2,Michigan Indoor
OhioState,,MiddleTennesseeState,13,4,3,T-Town Throwdown 8
OhioState,,BallState,13,7,3,T-Town Throwdown 8
OhioState,,Davidson,13,5,3,T-Town Throwdown 8
OhioState,,Alabama,13,5,3,T-Town Throwdown 8
OhioState,,Tennessee,15,12,3,T-Town Throwdown 8
OhioState,,Harding,15,13,3,T-Town Throwdown 8
OhioState,,CarletonCollegeGOP,13,3,5,Queen City Tune Up
OhioState,,AppalachianState,10,9,5,Queen City Tune Up
OhioState,,CarnegieMellon,15,8,5,Queen City Tune Up
OhioState,,Brown,15,9,8,Easterns Qualifier 2012
OhioState,,NorthCarolinaState,15,9,8,Easterns Qualifier 2012
OhioState,,SouthCarolina,15,14,8,Easterns Qualifier 2012
OhioState,,FloridaB,15,4,10,College Southerns XI (men)
OhioState,,NorthCarolinaAsheville,15,2,10,College Southerns XI (men)
OhioState,,WisconsinStevensPoint,15,6,10,College Southerns XI (men)
OhioState,,CarletonCollegeGOP,15,7,10,College Southerns XI (men)
OhioState,,NotreDame,15,9,10,College Southerns XI (men)
OhioState,,WisconsinMilwaukee,15,6,10,College Southerns XI (men)
OhioState,,Williams,15,9,10,College Southerns XI (men)
OhioState,,Emory,13,9,11,College Terminus - Open
OhioState,,Tulane,13,5,11,College Terminus - Open
OhioState,,Chicago,13,5,11,College Terminus - Open
OhioState,,Arkansas,13,8,11,College Terminus - Open
OhioState,,Vanderbilt,13,7,11,College Terminus - Open
OhioState,,Emory,13,6,11,College Terminus - Open
OhioState,,CaseWesternReserve,11,8,14,2012 USAU Ohio D-1 College Open CC
OhioState,,KentState,11,4,14,2012 USAU Ohio D-1 College Open CC
OhioState,,Dayton,11,6,14,2012 USAU Ohio D-1 College Open CC
OhioState,,WrightState,11,1,14,2012 USAU Ohio D-1 College Open CC
OhioState,,ClevelandState,11,1,14,2012 USAU Ohio D-1 College Open CC
OhioState,,Cincinnati,12,11,14,2012 USAU Ohio D-1 College Open CC
OhioState,,Cincinnati,12,11,14,2012 USAU Ohio D-1 College Open CC
OhioState,,Pennsylvania,15,8,16,2012 USAU Ohio Valley D-1 College Open Regionals
OhioState,,CaseWesternReserve,15,5,16,2012 USAU Ohio Valley D-1 College Open Regionals
OhioState,,CarnegieMellon,15,11,16,2012 USAU Ohio Valley D-1 College Open Regionals
OhioState,,PennState,15,9,16,2012 USAU Ohio Valley D-1 College Open Regionals
OhioState,,CarnegieMellon,15,9,16,2012 USAU Ohio Valley D-1 College Open Regionals
OhioStateB,,YoungstownState,11,9,8,Denison Disc-Throw Inferno
OhioStateB,,JohnsHopkinsB,8,4,10,High Tide Session III
OhioStateB,,CaseWesternReserveB,13,5,14,2012 USAU Ohio Dev College Open CC
OhioStateB,,DaytonB,13,7,14,2012 USAU Ohio Dev College Open CC
OhioStateB,,WrightStateB,13,0,14,2012 USAU Ohio Dev College Open CC
OhioStateB,,CincinnatiB,7,1,14,2012 USAU Ohio Dev College Open CC
OhioStateB,,OhioB,13,3,14,2012 USAU Ohio Dev College Open CC
OhioStateB,,CaseWesternReserveB,12,11,14,2012 USAU Ohio Dev College Open CC
OhioStateB,,LehighB,13,5,16,2012 USAU Ohio Valley Dev College Open Regionals
OhioStateB,,IndianaPennsylvaniaB,13,3,16,2012 USAU Ohio Valley Dev College Open Regionals
OhioStateB,,CarnegieMellonB,13,2,16,2012 USAU Ohio Valley Dev College Open Regionals
OhioStateB,,ShippensburgB,13,9,16,2012 USAU Ohio Valley Dev College Open Regionals
OhioStateB,,PennStateB,13,6,16,2012 USAU Ohio Valley Dev College Open Regionals
OhioStateB,,OhioB,W,F,16,2012 USAU Ohio Valley Dev College Open Regionals
OhioStateB,,LehighB,15,8,16,2012 USAU Ohio Valley Dev College Open Regionals
OhioStateB,,ShippensburgB,13,2,16,2012 USAU Ohio Valley Dev College Open Regionals
OhioWesleyan,,Oberlin,15,6,6,CWRUL 2012 - OPEN
OhioWesleyan,,CaseWesternReserveB,17,9,6,CWRUL 2012 - OPEN
OhioWesleyan,,Denison,14,12,6,CWRUL 2012 - OPEN
OhioWesleyan,,CaseWesternReserveB,13,6,11,Kenyon Spring Invite
OhioWesleyan,,MichiganB,15,13,11,Kenyon Spring Invite
OhioWesleyan,,ClevelandState,13,3,12,ONU Spring Tournament
OhioWesleyan,,Wooster,13,5,12,ONU Spring Tournament
OhioWesleyan,,JohnCarroll,15,6,14,ONU Spring Tournament
OhioWesleyan,,Xavier,11,7,14,ONU Spring Tournament
OhioWesleyan,,Oberlin,13,11,16,2012 USAU Ohio Valley D-3 College Open Regionals
OhioWesleyan,,Dickinson,15,12,16,2012 USAU Ohio Valley D-3 College Open Regionals
Oklahoma,,Rice,13,4,5,Big D in little d
Oklahoma,,TexasState,11,8,5,Big D in little d
Oklahoma,,TexasTech,11,4,5,Big D in little d
Oklahoma,,IowaState,11,5,5,Big D in little d
Oklahoma,,OklahomaState,16,14,5,Big D in little d
Oklahoma,,NorthTexas,13,10,5,Big D in little d
Oklahoma,,WesternMichigan,15,14,7,Free State Classic
Oklahoma,,ColoradoB,14,8,7,Free State Classic
Oklahoma,,EasternIllinois,15,8,7,Free State Classic
Oklahoma,,BallState,15,11,7,Free State Classic
Oklahoma,,TrumanState,12,4,7,Free State Classic
Oklahoma,,Kansas,13,10,7,Free State Classic
Oklahoma,,TexasTech,13,6,12,Heart of Texas Huckfest
Oklahoma,,OklahomaState,13,11,12,Heart of Texas Huckfest
Oklahoma,,NorthTexas,15,9,12,Heart of Texas Huckfest
Oklahoma,,CentralArkansas,11,4,14,2012 USAU Ozarks D-1 College Open CC
Oklahoma,,OklahomaState,11,5,14,2012 USAU Ozarks D-1 College Open CC
Oklahoma,,MissouriStateB,11,1,14,2012 USAU Ozarks D-1 College Open CC
Oklahoma,,WashingtonUniversity,11,10,14,2012 USAU Ozarks D-1 College Open CC
Oklahoma,,OklahomaState,13,10,14,2012 USAU Ozarks D-1 College Open CC
Oklahoma,,TexasArlington,W,L,17,2012 USAU South Central D-1 College Open Regionals
Oklahoma,,ColoradoState,17,16,17,2012 USAU South Central D-1 College Open Regionals
OklahomaState,,Tulane,13,10,3,T-Town Throwdown 8
OklahomaState,,GeorgiaSouthern,13,5,3,T-Town Throwdown 8
OklahomaState,,TennesseeChattanooga,13,6,3,T-Town Throwdown 8
OklahomaState,,LSU,13,2,5,Big D in little d
OklahomaState,,CentralArkansas,15,7,5,Big D in little d
OklahomaState,,TexasStateB,13,3,5,Big D in little d
OklahomaState,,ColoradoState,13,12,5,Big D in little d
OklahomaState,,MissouriStateB,11,5,11,Huck Finn
OklahomaState,,StOlafB,W,L,11,Huck Finn
OklahomaState,,TexasTech,12,8,12,Heart of Texas Huckfest
OklahomaState,,NorthTexas,13,9,12,Heart of Texas Huckfest
OklahomaState,,TexasTech,15,5,12,Heart of Texas Huckfest
OklahomaState,,Baylor,15,12,12,Heart of Texas Huckfest
OklahomaState,,MissouriStateB,11,3,14,2012 USAU Ozarks D-1 College Open CC
OklahomaState,,CentralArkansas,11,2,14,2012 USAU Ozarks D-1 College Open CC
OklahomaState,,MissouriState,13,6,14,2012 USAU Ozarks D-1 College Open CC
OklahomaState,,StLouis,9,5,14,2012 USAU Ozarks D-1 College Open CC
OldDominion,,NorthCarolinaAsheville,15,12,10,College Southerns XI (men)
OldDominion,,GeorgiaSouthernB,13,6,10,College Southerns XI (men)
OldDominion,,IndianaPennsylvaniaB,15,2,11,Bring The Huckus III
OldDominion,,Stockton,15,10,11,Bring The Huckus III
OldDominion,,LehighB,15,9,11,Bring The Huckus III
OldDominion,,Hartford,W,F,11,Bring The Huckus III
OldDominion,,RutgersB,15,2,11,Bring The Huckus III
OldDominion,,IndianaPennsylvaniaB,15,1,11,Bring The Huckus III
OldDominion,,Stockton,15,5,11,Bring The Huckus III
OldDominion,,Radford,14,13,14,2012 USAU Virginia D-1 College Open CC
OlivetNazarene,,KentState,17,12,11,Boogie Nights
OlivetNazarene,,WesternKentucky,12,8,11,Boogie Nights
